,age,height,job,city,favorite music style
0,30.23707114172145,179.87429831728716,designer,paris,trap
1,27.91579567883052,172.65958728291392,fireman,marseille,hiphop
2,32.205338297756505,181.3374906521954,teacher,paris,metal
3,26.59521474732847,172.33788497248983,designer,toulouse,metal
4,27.394779546771204,182.70802979613254,teacher,paris,metal
5,29.71002177185123,177.0371963362957,doctor,toulouse,rock
6,41.78948991853465,188.47652510746485,fireman,marseille,rap
7,36.66562238919714,175.10274452192562,painter,toulouse,rock
8,33.838742443411675,176.44194248226182,painter,paris,classical
9,30.037158178851467,191.46228968929063,developper,paris,trap
10,25.211784004507358,181.91616557443822,designer,marseille,other
11,32.87902973299899,182.54493496762507,painter,paris,rock
12,34.81788119118496,177.37478911681035,teacher,madrid,trap
13,28.302647572627667,179.0769540654944,painter,paris,other
14,34.07955322338886,180.2586691712306,designer,lille,jazz
15,33.351733290162926,168.39567161346446,developper,lille,other
16,22.092275816997912,175.4926543220746,engineer,madrid,hiphop
17,23.320607257134554,185.5010999813208,teacher,madrid,trap
18,37.3949579673275,167.8658212366355,doctor,madrid,trap
19,24.06332717218988,180.33551383147994,developper,lille,trap
20,29.96052140259807,181.51728693993994,teacher,marseille,technical death metal
21,22.78588110633092,178.6914385145184,engineer,madrid,classical
22,29.114224464144222,185.83685312497838,developper,madrid,jazz
23,31.281852704537837,176.84157581596804,doctor,toulouse,rap
24,24.28362164061267,181.65340830140954,engineer,marseille,metal
25,27.16712245016395,177.2564377231062,fireman,lille,classical
26,24.928098364047237,177.2388729783432,doctor,lille,other
27,22.742743208036174,178.5614728461193,painter,toulouse,rock
28,22.920028335794548,181.40549407914554,developper,toulouse,trap
29,29.917756822135704,180.8156867721041,developper,paris,classical
30,22.866456895582004,182.02935543715657,painter,madrid,metal
31,36.74871236881027,182.18885497468057,developper,madrid,jazz
32,27.793586664344065,178.0704404264711,engineer,paris,hiphop
33,30.9416309483591,174.4434999691533,doctor,toulouse,jazz
34,34.55746798286828,174.32707505789034,engineer,lille,classical
35,37.530497050038186,182.61856232322359,fireman,toulouse,classical
36,40.80427304469262,181.79152405986537,fireman,lille,technical death metal
37,35.63197733777453,176.4528872262304,engineer,toulouse,other
38,26.411791312806365,177.08638293872968,teacher,toulouse,trap
39,27.6679346889874,173.1089089806669,painter,marseille,hiphop
40,10.851506401594243,169.43251520583607,fireman,lille,jazz
41,39.51544885105202,175.4731620982702,fireman,paris,jazz
42,29.765129764316494,176.7803037907296,developper,lille,hiphop
43,34.526396441937436,174.62176014492957,engineer,lille,other
44,24.321839926867334,182.79637588289216,engineer,lille,rock
45,27.393486915098237,177.44039748283478,fireman,madrid,rock
46,41.165810143443984,175.58176494383727,painter,paris,other
47,26.191857051688743,170.1745420692146,fireman,toulouse,technical death metal
48,22.210936887464946,189.9131855471898,developper,madrid,jazz
49,18.829619371979362,170.33097800594084,developper,paris,technical death metal
50,28.49092199527394,180.04662016275162,teacher,marseille,other
51,24.02535359314895,175.70820696252716,teacher,lille,metal
52,22.5145283881813,183.22679055467725,painter,madrid,classical
53,18.59529784135802,174.8076009647927,engineer,lille,hiphop
54,27.632520128026723,175.84349673381033,teacher,paris,rap
55,27.108769624609398,173.98545592140127,doctor,marseille,hiphop
56,29.6064957269149,174.24722868650124,engineer,madrid,classical
57,33.72550937667057,188.5588851107639,designer,marseille,hiphop
58,35.442370863041845,171.52491323586128,doctor,lille,jazz
59,31.325549379764936,174.9913076065992,designer,madrid,rock
60,36.15321671936744,176.53231818400369,teacher,marseille,rap
61,33.66827414339437,173.8468134400054,doctor,lille,classical
62,31.604990597641994,175.9315363242737,designer,toulouse,metal
63,26.96786055565563,176.83726255331626,teacher,madrid,hiphop
64,29.799406592585456,182.3038095107204,painter,toulouse,rap
65,35.41085526351502,183.6957792841069,painter,marseille,metal
66,27.19630459973273,186.9348808895515,doctor,toulouse,other
67,35.61939820982985,184.37617608133647,teacher,lille,rap
68,26.33345179482748,178.6322851317705,engineer,marseille,technical death metal
69,35.82432592704896,176.62870016727152,painter,toulouse,classical
70,28.151028811907064,186.56353720475133,developper,toulouse,metal
71,32.89689459234003,181.70849695375492,teacher,lille,hiphop
72,27.006133158324513,180.95728751246986,developper,paris,trap
73,30.57936542991545,186.5649112680822,fireman,paris,rock
74,24.806545830970734,166.44265438414507,engineer,toulouse,hiphop
75,38.226205367155465,177.58268329842275,developper,marseille,other
76,28.758808095757175,188.8028919893115,designer,lille,rap
77,20.40504415729967,185.02623496683404,teacher,lille,trap
78,35.90985227131091,178.21366921289228,designer,marseille,rap
79,26.64211802599204,182.04877107831973,engineer,toulouse,trap
80,33.87296587672669,178.06255978872056,developper,lille,classical
81,30.896545503811332,183.67902599867477,fireman,paris,rock
82,23.769463316829764,185.82501043076658,fireman,lille,jazz
83,38.96082952441021,188.30648265707865,doctor,lille,hiphop
84,21.128523942375875,175.17248502751997,painter,madrid,classical
85,46.61017933510563,181.35855132981536,fireman,toulouse,trap
86,36.83092372886503,169.72310168291273,doctor,lille,jazz
87,34.926414224402265,180.12162861272543,developper,madrid,technical death metal
88,36.12167167437211,176.79015306893675,doctor,madrid,metal
89,26.271411180168286,183.1532773396508,developper,marseille,jazz
90,43.18584749963922,176.033864609704,designer,marseille,rock
91,19.243593741300415,184.05925542906613,teacher,paris,technical death metal
92,31.630166305842867,174.73554320017263,engineer,lille,technical death metal
93,31.13862114555299,190.4207698283894,fireman,paris,classical
94,27.34228112479985,198.58247867539237,fireman,madrid,trap
95,31.11371587652695,178.41957072009438,teacher,toulouse,jazz
96,35.0891033100909,178.1146181015142,developper,marseille,other
97,26.801686759729403,176.52807808463498,fireman,marseille,other
98,25.898937569423943,179.68602275100616,teacher,marseille,trap
99,27.4596944487667,171.26491875193133,fireman,paris,classical
100,19.407796490520134,173.93240676523058,designer,toulouse,other
101,22.698095025820535,176.46308009281094,doctor,madrid,other
102,27.086347711244414,180.24224442597315,teacher,madrid,jazz
103,26.088554394826136,179.9583010430062,painter,madrid,rock
104,29.79545173282057,176.31203720874433,fireman,toulouse,jazz
105,24.114744292182607,173.78601713300355,fireman,madrid,technical death metal
106,26.765245868990398,174.54008045341376,teacher,madrid,classical
107,32.80383695529592,178.79948068015707,developper,marseille,rock
108,29.993817978928583,181.12311125394947,engineer,madrid,classical
109,29.444917711335833,180.471432610392,engineer,madrid,jazz
110,38.25418965802755,178.4606943542434,painter,toulouse,rap
111,30.831328320459015,184.98029630803916,fireman,paris,technical death metal
112,31.468766748092634,186.94048851474477,developper,madrid,rap
113,43.28103129478878,185.57331866149056,doctor,madrid,other
114,40.879569562809934,179.74715904048904,fireman,madrid,hiphop
115,34.28500105800692,178.6702669736612,engineer,marseille,rock
116,36.39677713095608,182.00727743703595,painter,madrid,classical
117,33.613118927244656,170.6002344473468,fireman,lille,technical death metal
118,26.31066966667472,181.67088182452872,developper,marseille,technical death metal
119,28.90747966073055,187.06558320311993,fireman,toulouse,classical
120,31.788641127337062,164.92752227960432,designer,madrid,trap
121,34.36730018643303,172.9699646173821,painter,paris,rock
122,25.59160540498883,186.32543400650832,fireman,madrid,metal
123,33.0693725765269,178.83601376861048,developper,madrid,classical
124,40.24120499925422,184.05200048537276,developper,paris,trap
125,25.91540245238245,178.05500313163455,engineer,lille,hiphop
126,31.779487186940276,173.25006728079046,doctor,marseille,rap
127,26.956393218353007,178.04833834530547,designer,marseille,rap
128,25.193724621403007,186.817445194646,developper,madrid,metal
129,33.61072525141777,182.77381875780785,doctor,madrid,classical
130,40.07583974338537,188.69335252326707,developper,lille,hiphop
131,26.408350201242357,163.46270999297073,designer,madrid,rock
132,24.91410716554885,172.2348221323424,doctor,marseille,rock
133,28.094470242189317,181.76089950503146,painter,madrid,jazz
134,27.47485821972663,181.78557518202814,engineer,lille,rap
135,40.35485841067332,183.23454186434418,teacher,lille,technical death metal
136,24.563671489500464,185.50625718440477,designer,paris,jazz
137,36.64540130918548,178.70662819774563,fireman,madrid,classical
138,34.00344069093518,174.87215960688616,painter,madrid,jazz
139,35.301688610726444,179.03180384412903,teacher,lille,other
140,23.873003884610085,177.04097953069638,teacher,paris,rap
141,36.71448849789857,178.1124777995493,engineer,toulouse,other
142,32.22310595888508,174.0222130176555,fireman,marseille,classical
143,31.935962525142692,177.6458092185927,doctor,marseille,hiphop
144,24.334355793234757,173.66406914094702,teacher,madrid,trap
145,28.040403299183176,172.78008793144318,fireman,toulouse,trap
146,34.988702256677264,173.42457266664252,fireman,madrid,trap
147,26.108900813057247,180.269620578076,fireman,paris,jazz
148,30.65997753488072,186.12883257911562,developper,toulouse,classical
149,29.734673647954565,184.9692482163258,doctor,marseille,hiphop
150,22.239234030203924,180.37952567459917,painter,paris,classical
151,27.05759585391552,176.71884447688757,engineer,madrid,classical
152,31.397801632563564,177.62270927639972,doctor,toulouse,rap
153,35.46310728938546,175.75840314199863,fireman,lille,jazz
154,29.411992645420785,180.99864898112287,fireman,paris,other
155,25.32059247441521,175.24116022259471,engineer,toulouse,rap
156,21.01407977518882,183.9032345994733,fireman,paris,rock
157,31.33440691177112,187.16575553375736,developper,marseille,classical
158,34.70700449779607,176.81302696840646,doctor,toulouse,rap
159,32.40737044782934,185.54814219520162,painter,marseille,rock
160,29.505371504506325,175.00543447122257,painter,marseille,rock
161,37.92431172723919,183.7771995880381,fireman,marseille,rock
162,40.280429117300926,182.552669515996,fireman,toulouse,other
163,26.96845777102904,179.66508104365934,teacher,madrid,jazz
164,29.574998036280704,176.6771326764883,developper,toulouse,trap
165,24.83728290750188,176.8430769507547,engineer,lille,technical death metal
166,21.718511831621235,173.44119355947663,doctor,madrid,technical death metal
167,38.2794583539124,193.78994487007756,teacher,lille,jazz
168,27.65315162312421,174.72995484748557,painter,toulouse,metal
169,24.23601601376935,181.10759626215582,developper,marseille,hiphop
170,35.924793525513884,178.9213439475925,developper,toulouse,trap
171,35.983869639078435,184.06198018448188,painter,toulouse,technical death metal
172,32.684502414728435,175.48702190975416,engineer,madrid,technical death metal
173,35.897011264346396,175.04279950891495,painter,madrid,jazz
174,30.957946741173135,181.77346517938358,fireman,madrid,trap
175,25.366442701213593,180.2549619032327,painter,lille,metal
176,27.36161653363103,177.914629048691,doctor,marseille,metal
177,26.217508822708815,182.35378859915102,designer,madrid,jazz
178,19.919581390402122,182.26846392084894,fireman,lille,jazz
179,28.92283032353258,179.67574991270587,developper,madrid,technical death metal
180,35.79690598952002,181.36117471852987,designer,marseille,other
181,18.727918527918977,176.38361211255608,designer,lille,rap
182,34.32103396922133,178.41700060431657,designer,toulouse,technical death metal
183,29.757354746448343,182.75777726154817,fireman,toulouse,metal
184,17.671828421771377,184.8543062963582,doctor,madrid,classical
185,40.78580935397586,176.34952760135624,fireman,lille,rap
186,30.319426512241716,188.32682580125484,painter,marseille,classical
187,31.175324310020176,180.56830251105657,painter,toulouse,rock
188,26.76060654406317,183.26115214565587,doctor,paris,metal
189,34.15244401662094,187.41537617404944,designer,paris,classical
190,23.609264546008124,180.96180082615348,developper,paris,rap
191,32.194631103462875,174.11042744589983,engineer,madrid,other
192,30.210321190715945,183.88687054601868,engineer,toulouse,hiphop
193,27.28050969833073,169.34062379780826,fireman,marseille,jazz
194,28.96300364587214,178.53424218924718,doctor,madrid,technical death metal
195,38.7686668515568,169.29365401329042,developper,madrid,classical
196,32.04140908520958,176.9710595722429,designer,lille,hiphop
197,29.01518094779275,172.9903790589298,developper,paris,classical
198,28.889680673911,172.77666442892757,painter,toulouse,rap
199,32.32862215655497,177.087354553866,teacher,marseille,jazz
